"","mean","2.5%","97.5%"
"alpha.est",1.84531956209518,1.80636497630412,1.88764582423954
"beta.est[1]",0.000694532410168517,-0.150635556758446,0.167432634833228
"beta.est[2]",0.0738660637451405,-0.0428140856913601,0.175612827937174
"beta.est[3]",0.0888657347670957,-0.0958975854149757,0.270975470804569
"beta.est[4]",0.0690161296059073,-0.0959706283188021,0.215551851627072
"beta.est[5]",0.046791088277935,-0.15585884009336,0.244748100713156
